product_type,price,stock_levels,original_demand,demand_new,demand_increase,delay_risk_after,profit,profit_after,decision,scenario
cosmetics,88.62,105,206,216.3,10.300000000000011,1,17837.1675633905,17830.998450129548,Change Supplier,High Delay
cosmetics,41.0,107,53,55.650000000000006,2.6500000000000057,1,1892.6456032992,1881.06533982912,Change Supplier,High Delay
cosmetics,16.25,40,58,60.900000000000006,2.9000000000000057,0,892.0278188013999,886.97512438154,Reduce Cost,Cost Increase
skincare,84.43,2,752,789.6,37.60000000000002,1,58583.5995825734,58574.74604563074,Reorder Stock,High Demand
skincare,64.0,154,236,247.8,11.800000000000011,1,15180.4717845384,15175.67212939224,Change Supplier,High Delay
skincare,72.49,38,302,317.1,15.100000000000023,1,19685.700760038897,19676.23681074279,Reorder Stock,High Demand
cosmetics,70.95,114,698,732.9,34.89999999999998,1,50905.677413189,50897.62405400789,Reorder Stock,High Demand
skincare,31.64,29,360,378.0,18.0,0,11084.2002918189,11073.07292960079,Reorder Stock,High Demand
skincare,91.95,76,232,243.6,11.599999999999994,0,23230.775114402,23226.4780072422,Reduce Cost,Cost Increase
skincare,40.11,76,736,772.8000000000001,36.80000000000007,1,31878.0003124123,31870.32907915353,Reorder Stock,High Demand
cosmetics,31.15,32,382,401.1,19.100000000000023,1,12180.3271197177,12173.03295088947,Reorder Stock,High Demand
haircare,68.59,78,812,852.6,40.60000000000002,1,52356.2809474858,52350.75685863438,Reorder Stock,High Demand
skincare,74.21,69,696,730.8000000000001,34.80000000000007,0,51540.1566995702,51538.64935772722,Reorder Stock,High Demand
skincare,48.36,112,940,987.0,47.0,0,48475.4575752061,48467.04960952672,Reorder Stock,High Demand
cosmetics,12.82,190,443,465.15,22.149999999999977,1,5338.3979186032,5331.41344396352,Change Supplier,High Delay
skincare,46.12,179,262,275.1,13.100000000000023,0,11110.8426143584,11107.25710239424,Reduce Cost,Cost Increase
skincare,95.7,72,225,236.25,11.25,1,23519.22968575,23509.731947825,Change Supplier,High Delay
skincare,97.29,193,546,573.3000000000001,27.300000000000068,0,50143.457404708,50137.2249575788,Reduce Cost,Cost Increase
haircare,26.28,18,363,381.15,18.149999999999977,1,10251.0648334893,10248.12777733823,Reorder Stock,High Demand
skincare,62.12,144,707,742.35,35.35000000000002,1,46122.8267117716,46113.96378284876,Reorder Stock,High Demand
skincare,60.03,148,161,169.05,8.050000000000011,0,8765.5038763659,8757.04387340249,Reduce Cost,Cost Increase
haircare,26.24,112,152,159.6,7.599999999999994,0,4069.1778788362,4061.68303701982,Reduce Cost,Cost Increase
haircare,56.46,104,134,140.70000000000002,6.700000000000017,0,7757.9409710885,7751.02029909735,Reduce Cost,Cost Increase
skincare,48.99,168,564,592.2,28.200000000000045,0,27806.6385361036,27797.00828511396,Reduce Cost,Cost Increase
haircare,66.57,142,815,855.75,40.75,1,58490.3979047257,58488.36886319827,Reorder Stock,High Demand
skincare,89.52,81,324,340.2,16.19999999999999,0,27955.2326374222,27947.76254666442,Reduce Cost,Cost Increase
skincare,30.75,185,163,171.15,8.150000000000006,1,4738.8919075175,4730.66594676925,Change Supplier,High Delay
skincare,44.04,90,670,703.5,33.5,1,26655.8246602111,26651.12463093221,Reorder Stock,High Demand
cosmetics,44.11,196,48,50.400000000000006,2.4000000000000057,0,1992.2524337557,1982.3843578312697,Reduce Cost,Cost Increase
haircare,84.34,88,504,529.2,25.200000000000045,0,39548.2957964055,39540.60251224605,Reorder Stock,High Demand
cosmetics,43.49,150,320,336.0,16.0,1,13303.5796071484,13296.72580996324,Change Supplier,High Delay
haircare,79.91,189,548,575.4,27.399999999999977,0,40342.9343642422,40337.239317166415,Reduce Cost,Cost Increase
cosmetics,89.89,181,545,572.25,27.25,1,49447.8891877726,49444.14877044986,Change Supplier,High Delay
cosmetics,79.18,177,522,548.1,26.100000000000023,1,43902.4455857746,43891.44151585206,Change Supplier,High Delay
cosmetics,73.05,0,350,367.5,17.5,1,23965.8595933415,23960.51051537565,Reorder Stock,High Demand
skincare,76.33,67,201,211.05,10.050000000000011,1,14775.0974757436,14770.23376961796,Change Supplier,High Delay
cosmetics,91.33,12,426,447.3,21.30000000000001,0,39098.9158767911,39092.96894317021,Reorder Stock,High Demand
cosmetics,31.11,137,330,346.5,16.5,0,9806.0880466596,9796.67927602556,Reduce Cost,Cost Increase
haircare,73.13,199,414,434.7000000000001,20.700000000000102,0,30095.3231229744,30088.42151277184,Reduce Cost,Cost Increase
skincare,77.2,93,667,700.35,33.35000000000002,0,51752.16227681111,51746.00616879221,Reorder Stock,High Demand
skincare,21.46,65,881,925.05,44.049999999999955,1,18734.9783406796,18727.23869604756,Reorder Stock,High Demand
cosmetics,29.14,83,264,277.2,13.199999999999989,1,6963.1473739446,6952.77031873906,Change Supplier,High Delay
skincare,68.78,173,271,284.55,13.550000000000011,1,17474.3311913301,17470.06155526311,Change Supplier,High Delay
cosmetics,11.5,60,272,285.6,13.600000000000023,1,2949.9637077676,2940.35621354436,Change Supplier,High Delay
skincare,71.41,75,271,284.55,13.550000000000011,0,19468.7901508852,19467.47118417372,Reduce Cost,Cost Increase
cosmetics,91.48,170,653,685.65,32.64999999999998,0,60908.2979252657,60901.46718999228,Reduce Cost,Cost Increase
skincare,69.06,125,405,425.25,20.25,0,27281.3571616433,27271.406211107627,Reduce Cost,Cost Increase
cosmetics,29.49,89,346,363.3,17.30000000000001,0,11011.959931909,11008.9646977999,Reduce Cost,Cost Increase
cosmetics,13.07,102,736,772.8000000000001,36.80000000000007,0,10261.261672854,10253.4016030394,Reorder Stock,High Demand
skincare,21.31,174,650,682.5,32.5,0,14075.2019708691,14071.95160415601,Reduce Cost,Cost Increase
haircare,63.51,136,820,861.0,41.0,0,55002.9170620534,54995.75492775874,Reorder Stock,High Demand
cosmetics,56.21,56,359,376.95,17.94999999999999,1,21207.4804020609,21203.75711656699,Reorder Stock,High Demand
haircare,31.03,191,225,236.25,11.25,1,6594.3043924066,6591.96842034726,Change Supplier,High Delay
haircare,69.28,50,856,898.8000000000001,42.80000000000007,1,64075.0388311515,64071.860119166646,Reorder Stock,High Demand
skincare,52.54,197,111,116.55,5.549999999999997,1,5379.6286272412,5372.21367666532,Change Supplier,High Delay
skincare,87.87,118,689,723.45,34.450000000000045,0,65691.5498456928,65680.96877216209,Reorder Stock,High Demand
cosmetics,90.31,91,907,952.35,45.35000000000002,0,82500.9187881324,82493.12377364564,Reorder Stock,High Demand
cosmetics,92.23,23,832,873.6,41.60000000000002,0,69307.6629728766,69297.79384696425,Reorder Stock,High Demand
haircare,66.23,117,265,278.25,13.25,0,16600.243656541003,16590.719028895102,Reduce Cost,Cost Increase
cosmetics,34.23,37,397,416.85,19.850000000000023,1,14180.334365653502,14169.211387018851,Reorder Stock,High Demand
skincare,24.3,177,49,51.45,2.450000000000003,0,1184.9027316187,1180.67500508057,Reduce Cost,Cost Increase
skincare,36.99,79,230,241.5,11.5,1,8759.4330011258,8755.93451823838,Change Supplier,High Delay
haircare,11.86,51,458,480.9,22.899999999999977,0,5674.82976358,5668.316866238,Reorder Stock,High Demand
haircare,18.78,80,922,968.1,46.10000000000002,1,15742.7160266935,15732.30643496285,Reorder Stock,High Demand
haircare,64.0,80,427,448.35,21.350000000000023,1,26812.4288343947,26803.20859413417,Reorder Stock,High Demand
cosmetics,32.9,46,896,940.8,44.799999999999955,1,26932.9605557557,26925.982399331268,Reorder Stock,High Demand
skincare,96.39,54,569,597.45,28.450000000000045,1,55883.2480885829,55880.45290944119,Reorder Stock,High Demand
haircare,52.12,183,785,824.25,39.25,1,42769.5228710839,42763.390296092286,Change Supplier,High Delay
haircare,16.41,84,417,437.85,20.850000000000023,1,6535.7646712087,6526.98808962957,Reorder Stock,High Demand
haircare,26.85,141,790,829.5,39.5,1,20594.723782646302,20589.35094171093,Reorder Stock,High Demand
cosmetics,20.19,51,479,502.9500000000001,23.950000000000102,1,8612.7635097728,8602.10002455008,Reorder Stock,High Demand
skincare,86.64,124,309,324.45,15.449999999999989,1,24392.3847938324,24383.30577171564,Change Supplier,High Delay
cosmetics,74.96,64,62,65.10000000000001,3.1000000000000085,0,4406.871747907,4397.890993097701,Reduce Cost,Cost Increase
cosmetics,20.93,127,416,436.8,20.80000000000001,0,8637.4800696246,8631.87090668706,Reduce Cost,Cost Increase
cosmetics,69.24,7,850,892.5,42.5,0,57701.2198307965,57693.14174317615,Reorder Stock,High Demand
haircare,75.74,115,166,174.3,8.300000000000011,1,13051.4412893187,13040.67350515057,Change Supplier,High Delay
skincare,53.54,32,8,8.4,0.40000000000000036,0,319.664218857,311.1793958427,Reduce Cost,Cost Increase
haircare,54.32,15,623,654.15,31.149999999999977,1,32579.7743766444,32575.32209130884,Reorder Stock,High Demand
cosmetics,57.23,49,771,809.5500000000001,38.55000000000007,1,45698.65460192029,45687.86504661233,Reorder Stock,High Demand
haircare,7.03,127,845,887.25,42.25,0,5714.296729446401,5711.56898019104,Reorder Stock,High Demand
haircare,14.36,68,125,131.25,6.25,0,1610.539331635,1604.4275383985,Reduce Cost,Cost Increase
skincare,93.15,130,157,164.85,7.849999999999994,1,13937.4753722837,13929.72650631207,Change Supplier,High Delay
cosmetics,67.0,160,720,756.0,36.0,0,46648.3820828853,46639.74873807383,Reduce Cost,Cost Increase
haircare,54.46,193,165,173.25,8.25,1,8244.344095935101,8234.063929128612,Change Supplier,High Delay
cosmetics,23.63,94,456,478.8,22.80000000000001,1,10462.453657319102,10455.91911985101,Reorder Stock,High Demand
haircare,42.89,169,745,782.25,37.25,1,34356.866715736694,34348.449951310366,Change Supplier,High Delay
skincare,86.35,100,560,588.0,28.0,1,52348.230915784006,52337.6435502624,Reorder Stock,High Demand
skincare,33.46,27,260,273.0,13.0,1,8853.439989401299,8850.80168004143,Reorder Stock,High Demand
haircare,9.8,100,402,422.1,20.100000000000023,1,3813.5326155254,3806.32248927794,Change Supplier,High Delay
skincare,44.92,165,160,168.0,8.0,1,6620.3535363666,6617.49754210326,Change Supplier,High Delay
haircare,82.59,59,990,1039.5,49.5,1,84111.04190033319,84107.37873036652,Reorder Stock,High Demand
cosmetics,33.9,2,64,67.2,3.200000000000003,1,1880.0436963892,1871.39576242812,Reorder Stock,High Demand
haircare,38.5,162,880,924.0,44.0,0,36029.46040500391,36023.82675960429,Reorder Stock,High Demand
haircare,72.67,37,604,634.2,30.200000000000045,1,43755.3830229499,43748.48637674489,Reorder Stock,High Demand
cosmetics,30.68,141,882,926.1,44.10000000000002,1,28930.9747924624,28921.37644350864,Reorder Stock,High Demand
skincare,22.54,156,172,180.6,8.599999999999994,1,4019.8743076249,4016.42766838739,Change Supplier,High Delay
skincare,12.76,153,510,535.5,25.5,0,5805.2146665797,5795.78316403767,Reduce Cost,Cost Increase
cosmetics,46.91,92,468,491.4,23.399999999999977,0,21808.3346177977,21801.327782577468,Reorder Stock,High Demand
skincare,18.52,19,249,261.45,12.449999999999989,1,4464.7885936472,4458.91400391192,Reorder Stock,High Demand
cosmetics,51.31,51,416,436.8,20.80000000000001,1,22598.1199108665,22594.78894935315,Reorder Stock,High Demand
cosmetics,54.41,25,657,689.85,32.85000000000002,0,35403.6044243522,35400.01432408742,Reorder Stock,High Demand
skincare,26.3,67,985,1034.25,49.25,0,24958.5188762804,24953.05422440844,Reorder Stock,High Demand
haircare,29.01,41,866,909.3,43.299999999999955,1,26226.3839258266,26220.98292870926,Reorder Stock,High Demand
skincare,62.14,51,410,430.5,20.5,1,25594.0964256842,25589.30544425262,Reorder Stock,High Demand
skincare,78.57,109,528,554.4,26.399999999999977,0,43810.917621984896,43805.818639783385,Reorder Stock,High Demand
haircare,27.3,1,612,642.6,30.600000000000023,0,15729.2421737053,15720.421465775831,Reorder Stock,High Demand
skincare,94.63,110,191,200.55,9.550000000000011,1,17266.049627135802,17255.555037749382,Change Supplier,High Delay
skincare,52.8,146,222,233.1,11.099999999999994,1,11315.0253631774,11306.44074679514,Change Supplier,High Delay
haircare,5.58,160,93,97.65,4.650000000000006,1,517.487663101,512.1965958111,Change Supplier,High Delay
skincare,15.86,12,891,935.55,44.549999999999955,1,13767.8615588046,13757.69131828506,Reorder Stock,High Demand
haircare,30.08,6,317,332.85,15.850000000000023,0,10221.5315142892,10219.34347091812,Reorder Stock,High Demand
haircare,82.28,113,388,407.4,19.399999999999977,1,29022.7463843385,29020.41982327235,Change Supplier,High Delay
skincare,46.74,56,816,856.8000000000001,40.80000000000007,1,36230.9493775073,36229.37526635803,Reorder Stock,High Demand
cosmetics,51.04,73,714,749.7,35.700000000000045,0,39152.5658618962,39142.447145585815,Reorder Stock,High Demand
haircare,48.38,68,532,558.6,26.600000000000023,1,26684.2281831513,26679.377839266428,Reorder Stock,High Demand
cosmetics,61.63,121,666,699.3000000000001,33.30000000000007,1,37136.7526389575,37132.37916265325,Reorder Stock,High Demand
skincare,76.25,177,581,610.0500000000001,29.050000000000068,1,46919.300513182505,46912.57296850075,Change Supplier,High Delay
skincare,87.61,115,620,651.0,31.0,1,53518.6154002954,53507.85678032494,Reorder Stock,High Demand
cosmetics,46.92,64,849,891.45,42.450000000000045,1,40727.8583723217,40722.84951735388,Reorder Stock,High Demand
skincare,85.88,191,927,973.35,46.35000000000002,0,79375.5451599063,79365.53485449693,Reorder Stock,High Demand
haircare,77.25,134,14,14.7,0.6999999999999993,0,1029.0999933949,1024.84453123439,Reduce Cost,Cost Increase
haircare,53.61,122,764,802.2,38.200000000000045,1,38694.9337764844,38691.38425373284,Reorder Stock,High Demand
skincare,69.56,91,318,333.90000000000003,15.900000000000034,0,23135.710063788603,23127.860153267466,Reduce Cost,Cost Increase
cosmetics,25.73,181,215,225.75,10.75,0,5719.4693500210005,5717.686347323101,Reduce Cost,Cost Increase
haircare,60.26,8,541,568.0500000000001,27.050000000000068,1,29340.8362023096,29338.89077454056,Reorder Stock,High Demand
cosmetics,94.5,50,673,706.65,33.64999999999998,0,59325.5208883696,59317.79151600656,Reorder Stock,High Demand
cosmetics,12.21,147,381,400.05,19.05000000000001,0,5053.8788269288,5051.64693332168,Reduce Cost,Cost Increase
haircare,52.35,60,293,307.65000000000003,14.650000000000034,1,15384.135834007398,15376.01392070814,Reorder Stock,High Demand
haircare,82.74,14,277,290.85,13.850000000000023,1,21317.8951177628,21310.40151863908,Reorder Stock,High Demand
haircare,22.18,1,336,352.8,16.80000000000001,0,7327.449796395999,7323.2953102356,Reorder Stock,High Demand
haircare,70.96,2,15,15.75,0.75,0,1045.9957395422,1040.52044709642,Reorder Stock,High Demand
cosmetics,84.51,183,320,336.0,16.0,0,27709.84483868529,27705.85290995383,Reduce Cost,Cost Increase
haircare,76.78,59,441,463.05,22.05000000000001,0,37087.41020694689,37080.98852444159,Reorder Stock,High Demand
cosmetics,39.16,184,333,349.65000000000003,16.650000000000034,0,12729.0263059661,12719.25291286271,Reduce Cost,Cost Increase
skincare,28.11,133,778,816.9000000000001,38.90000000000009,1,23489.2841412086,23484.861210529463,Reorder Stock,High Demand
haircare,32.67,86,531,557.5500000000001,26.550000000000068,1,18003.429008868698,17996.157496255568,Reorder Stock,High Demand
haircare,6.03,199,342,359.1,17.100000000000023,1,2031.8527074582,2024.44990690402,Change Supplier,High Delay
haircare,61.45,43,874,917.7,43.700000000000045,1,57331.003922634205,57321.11702039762,Reorder Stock,High Demand
haircare,68.18,77,448,470.4,22.399999999999977,1,33409.622583393,33404.4653212323,Reorder Stock,High Demand
cosmetics,69.59,27,997,1046.85,49.84999999999991,1,65079.5476115432,65069.92192099752,Reorder Stock,High Demand
skincare,90.78,191,487,511.35,24.350000000000023,1,44084.480182306295,44080.38941393693,Change Supplier,High Delay
haircare,14.65,179,261,274.05,13.050000000000011,1,4114.1140068142,4107.62930389562,Change Supplier,High Delay
skincare,23.83,77,813,853.6500000000001,40.65000000000009,0,19726.6901900476,19721.16210255236,Reorder Stock,High Demand
haircare,60.28,127,829,870.45,41.450000000000045,1,48849.79115592589,48846.04347561848,Reorder Stock,High Demand
haircare,79.48,120,402,422.1,20.100000000000023,0,29880.026234602,29873.9607465622,Reduce Cost,Cost Increase
skincare,82.72,84,886,930.3,44.299999999999955,0,78017.2077950849,78014.7540497934,Reorder Stock,High Demand
haircare,74.48,43,801,841.0500000000001,40.05000000000007,1,64487.5624036419,64476.31174430609,Reorder Stock,High Demand
cosmetics,53.87,131,953,1000.65,47.64999999999998,1,47761.7862832251,47755.17662704761,Reorder Stock,High Demand
skincare,83.8,58,147,154.35,7.349999999999994,0,11298.7977044417,11292.78340248587,Reduce Cost,Cost Increase
haircare,80.95,56,546,573.3000000000001,27.300000000000068,1,46418.0380825375,46413.85908269125,Reorder Stock,High Demand
haircare,59.82,14,448,470.4,22.399999999999977,1,27307.146877018906,27299.39823262079,Reorder Stock,High Demand
skincare,33.61,76,489,513.45,24.450000000000045,0,17013.2846887509,17007.36605482599,Reorder Stock,High Demand
skincare,59.73,108,784,823.2,39.200000000000045,1,42981.5028679486,42974.64264014346,Reorder Stock,High Demand
cosmetics,88.69,154,569,597.45,28.450000000000045,1,52041.351255757305,52038.09812163303,Change Supplier,High Delay
haircare,89.74,18,178,186.9,8.900000000000006,0,15237.9518212709,15234.177086197991,Reorder Stock,High Demand
skincare,60.85,182,26,27.3,1.3000000000000007,1,1551.0261653115,1547.3892199426498,Change Supplier,High Delay
skincare,51.33,8,502,527.1,25.100000000000023,0,25754.340949634203,25750.41782489762,Reorder Stock,High Demand
skincare,65.63,127,444,466.2000000000001,22.200000000000102,1,27471.0609920738,27463.94986878118,Change Supplier,High Delay
haircare,29.76,108,365,383.25,18.25,1,11434.2637332869,11423.83589021559,Change Supplier,High Delay
cosmetics,91.6,89,205,215.25,10.25,0,19562.7921714311,19558.95688987421,Reduce Cost,Cost Increase
cosmetics,54.45,130,970,1018.5,48.5,1,52868.3489670809,52861.420357189,Reorder Stock,High Demand
skincare,68.69,18,162,170.1,8.099999999999994,1,11999.5151005178,11995.66762276958,Reorder Stock,High Demand
haircare,21.99,175,911,956.55,45.549999999999955,1,21184.2052231776,21179.96348279536,Reorder Stock,High Demand
cosmetics,80.84,66,248,260.40000000000003,12.400000000000034,1,20916.2849609908,20907.33949038988,Change Supplier,High Delay
haircare,58.67,69,624,655.2,31.200000000000045,0,35176.5150965715,35166.30786672865,Reorder Stock,High Demand
skincare,20.91,106,663,696.15,33.14999999999998,1,13642.9269144164,13633.61408735804,Reorder Stock,High Demand
skincare,27.74,110,347,364.35,17.350000000000023,1,8696.3795662888,8691.54727271768,Change Supplier,High Delay
haircare,28.81,68,506,531.3000000000001,25.300000000000068,1,13936.3896131775,13933.709172495252,Reorder Stock,High Demand
cosmetics,71.71,113,4,4.2,0.20000000000000018,0,235.2818256127,228.28855147397,Reduce Cost,Cost Increase
skincare,76.58,16,384,403.2000000000001,19.200000000000102,1,27878.7379025648,27871.55364642128,Reorder Stock,High Demand
haircare,80.2,80,5,5.25,0.25,1,361.8833407404,358.54329921444,Change Supplier,High Delay
skincare,88.69,99,504,529.2,25.200000000000045,1,43616.2975700198,43612.629825621785,Reorder Stock,High Demand
skincare,56.29,59,25,26.25,1.25,1,1364.3561039375002,1362.33944423125,Change Supplier,High Delay
cosmetics,12.93,166,49,51.45,2.450000000000003,0,479.0439258496999,467.66819213466994,Reduce Cost,Cost Increase
cosmetics,54.95,2,88,92.4,4.400000000000006,0,4796.3979376872,4789.91298265592,Reorder Stock,High Demand
haircare,30.95,93,477,500.85,23.850000000000023,0,15082.1224835727,15072.271537129973,Reorder Stock,High Demand
cosmetics,38.82,85,971,1019.55,48.549999999999955,0,41358.6686853533,41348.55104748863,Reorder Stock,High Demand
haircare,78.05,80,266,279.3,13.300000000000011,0,20167.0780651819,20157.40202350009,Reduce Cost,Cost Increase
haircare,66.63,106,446,468.3,22.30000000000001,1,27721.0460479024,27718.35638579264,Change Supplier,High Delay
haircare,13.48,68,868,911.4,43.39999999999998,1,11662.6102184902,11658.49109053922,Reorder Stock,High Demand
skincare,17.88,30,577,605.85,28.850000000000023,0,9788.3098412789,9779.164151206787,Reorder Stock,High Demand
skincare,16.65,100,589,618.45,29.450000000000045,1,10506.4312956547,10499.73435252017,Reorder Stock,High Demand
haircare,22.88,187,375,393.75,18.75,0,9023.8759690996,9019.09267460956,Reduce Cost,Cost Increase
cosmetics,84.71,93,520,546.0,26.0,0,44736.961656535,44733.3379084885,Reorder Stock,High Demand
haircare,26.44,66,186,195.3,9.300000000000011,1,5265.330969474,5255.5332573214,Change Supplier,High Delay
haircare,36.92,75,830,871.5,41.5,0,27899.1872868842,27897.45094487262,Reorder Stock,High Demand
cosmetics,17.08,165,930,976.5,46.5,0,16980.0991552748,16975.22266420228,Reorder Stock,High Demand
cosmetics,67.89,196,843,885.1500000000001,42.15000000000009,0,61883.8685262105,61875.92542913155,Reduce Cost,Cost Increase
skincare,62.5,175,933,979.65,46.64999999999998,1,55740.592484159904,55731.427731475895,Reorder Stock,High Demand
haircare,9.78,82,91,95.55,4.549999999999997,0,837.1423538123,830.45390649353,Reduce Cost,Cost Increase
haircare,86.8,128,978,1026.9,48.90000000000009,0,83338.6872352477,83331.78562647247,Reorder Stock,High Demand
haircare,65.83,45,923,969.15,46.14999999999998,1,58864.062319212,58861.3733870332,Reorder Stock,High Demand
skincare,78.54,109,330,346.5,16.5,0,26930.237562072,26920.4663128792,Reduce Cost,Cost Increase
skincare,45.19,79,550,577.5,27.5,0,22457.8757744833,22450.365843031628,Reorder Stock,High Demand
haircare,89.29,118,9,9.45,0.4499999999999993,0,722.8451812917999,713.55492342098,Reduce Cost,Cost Increase
skincare,80.65,122,210,220.5,10.5,1,16980.086822661502,16971.735305227652,Change Supplier,High Delay
skincare,11.33,0,265,278.25,13.25,0,2946.3354379392,2939.88144503312,Reorder Stock,High Demand
haircare,75.4,70,736,772.8000000000001,36.80000000000007,0,58536.3625694387,58532.78449978257,Reorder Stock,High Demand
skincare,46.43,99,705,740.25,35.25,1,33322.681640646,33313.790703310595,Reorder Stock,High Demand
skincare,96.59,148,71,74.55,3.549999999999997,1,7244.965260286201,7237.24473521482,Change Supplier,High Delay
cosmetics,23.19,31,954,1001.7,47.700000000000045,1,22139.073491277803,22133.20515660558,Reorder Stock,High Demand
haircare,51.96,154,61,64.05,3.049999999999997,1,2888.1255929976,2878.97727139736,Change Supplier,High Delay
skincare,85.2,55,372,390.6,18.600000000000023,0,29554.1123340496,29550.20815715456,Reorder Stock,High Demand
skincare,66.69,0,227,238.35,11.349999999999994,0,15322.1209477477,15316.57002842247,Reorder Stock,High Demand
haircare,76.15,181,916,961.8,45.799999999999955,1,66221.0137268442,66211.65794402862,Reorder Stock,High Demand
haircare,54.99,165,923,969.15,46.14999999999998,1,50522.5545627834,50515.20464366174,Reorder Stock,High Demand
skincare,83.89,83,895,939.75,44.75,1,77026.0193546915,77018.86834386065,Reorder Stock,High Demand
skincare,29.33,13,864,907.2,43.200000000000045,1,24423.4446955398,24416.361057493777,Reorder Stock,High Demand
skincare,95.98,187,410,430.5,20.5,0,41281.2838908503,41278.07431523533,Reduce Cost,Cost Increase
skincare,40.69,37,609,639.45,30.450000000000045,1,26099.3205816473,26097.42233131203,Reorder Stock,High Demand
skincare,56.72,161,378,396.9,18.899999999999977,0,21149.9928415743,21143.43517673173,Reduce Cost,Cost Increase
cosmetics,78.24,182,518,543.9,25.899999999999977,1,38893.9468273178,38889.60671004958,Change Supplier,High Delay
skincare,77.4,123,208,218.4,10.400000000000006,1,15134.9441373694,15128.26302920634,Change Supplier,High Delay
haircare,27.2,172,579,607.95,28.950000000000045,0,16088.0253267651,16079.957723941608,Reduce Cost,Cost Increase
cosmetics,50.89,70,56,58.8,2.799999999999997,0,2813.0477641642,2803.62669578062,Reduce Cost,Cost Increase
cosmetics,42.59,26,788,827.4000000000001,39.40000000000009,0,35373.6942946582,35367.152280424016,Reorder Stock,High Demand
cosmetics,80.04,176,560,588.0,28.0,1,44953.95205290629,44950.246584396926,Change Supplier,High Delay
skincare,51.87,34,135,141.75,6.75,0,7529.4132578183,7527.34269480013,Reduce Cost,Cost Increase
skincare,31.79,50,435,456.75,21.75,1,14013.4776665606,14004.87579781666,Reorder Stock,High Demand
haircare,51.06,172,535,561.75,26.75,1,26065.131580079906,26058.51959788789,Change Supplier,High Delay
haircare,34.5,156,281,295.05,14.050000000000011,0,9165.8364726908,9156.67829365988,Reduce Cost,Cost Increase
skincare,30.97,80,278,291.90000000000003,13.900000000000034,1,8005.6144660937,7999.5773196030705,Change Supplier,High Delay
skincare,54.21,148,794,833.7,39.700000000000045,0,43660.8181203316,43650.08324616476,Reorder Stock,High Demand
skincare,10.64,35,780,819.0,39.0,1,8040.805233761101,8039.19616153721,Reorder Stock,High Demand
cosmetics,12.66,107,552,579.6,27.600000000000023,1,7006.3302846814,7003.64325554954,Reorder Stock,High Demand
skincare,17.92,49,851,893.5500000000001,42.55000000000007,1,14123.7144091197,14112.83695953167,Reorder Stock,High Demand
skincare,27.91,24,379,397.95,18.94999999999999,1,11086.202919218002,11080.9389917398,Reorder Stock,High Demand
haircare,87.5,42,681,715.0500000000001,34.05000000000007,0,55711.040452214096,55701.26982233551,Reorder Stock,High Demand
haircare,87.93,116,684,718.2,34.200000000000045,0,64792.7676956151,64784.61562467661,Reorder Stock,High Demand
cosmetics,21.32,46,636,667.8000000000001,31.800000000000068,0,13726.8796856445,13719.04860870895,Reorder Stock,High Demand
skincare,76.37,42,766,804.3000000000001,38.30000000000007,0,62423.5304537072,62417.619437777925,Reorder Stock,High Demand
haircare,74.93,93,96,100.8,4.799999999999997,0,6873.1513504301,6863.63225927311,Reduce Cost,Cost Increase
skincare,24.97,71,973,1021.65,48.64999999999998,1,24032.0748480302,24024.66564493322,Reorder Stock,High Demand
haircare,9.25,178,432,453.6,21.600000000000023,0,3811.4147052428,3804.50967626708,Reduce Cost,Cost Increase
haircare,48.31,189,685,719.25,34.25,0,32761.972421501298,32753.71202575143,Reduce Cost,Cost Increase
skincare,67.58,155,581,610.0500000000001,29.050000000000068,0,40106.7778259994,40096.60510719934,Reduce Cost,Cost Increase
cosmetics,90.92,144,797,836.85,39.85000000000002,1,73765.3670292686,73755.20849319546,Reorder Stock,High Demand
skincare,58.38,99,830,871.5,41.5,1,44823.8906122247,44821.933461247165,Reorder Stock,High Demand
skincare,37.59,97,450,472.5,22.5,1,16349.7047974226,16346.09764856486,Change Supplier,High Delay
haircare,32.29,67,380,399.0,19.0,0,13120.3759953051,13112.672069535609,Reorder Stock,High Demand
cosmetics,43.13,46,43,45.15,2.1499999999999986,0,1809.7458917862,1799.74418936482,Reduce Cost,Cost Increase
skincare,35.88,16,472,495.6,23.600000000000023,0,18215.1627154719,18206.71983961909,Reorder Stock,High Demand
cosmetics,49.34,40,890,934.5,44.5,1,41330.4293355616,41322.98990031776,Reorder Stock,High Demand
cosmetics,70.19,26,245,257.25,12.25,0,17195.0198911954,17190.57644281494,Reorder Stock,High Demand
skincare,11.32,111,871,914.55,43.549999999999955,1,9055.7683925645,9045.75966642095,Reorder Stock,High Demand
skincare,26.41,47,387,406.35,19.350000000000023,1,9431.5768409883,9420.99290528713,Reorder Stock,High Demand
skincare,42.55,19,846,888.3000000000001,42.30000000000007,1,34750.3530612282,34748.71339735102,Reorder Stock,High Demand
cosmetics,50.32,96,677,710.85,33.85000000000002,1,33274.179757328995,33267.1929841619,Reorder Stock,High Demand
cosmetics,10.66,180,565,593.25,28.25,1,5405.356784814599,5398.40367619606,Change Supplier,High Delay
cosmetics,31.49,43,143,150.15,7.150000000000006,1,4693.6218646212,4685.08626558332,Change Supplier,High Delay
haircare,74.64,61,641,673.0500000000001,32.05000000000007,0,44609.267191873296,44598.31417266063,Reorder Stock,High Demand
